91.8953428047 33.9521732992 874949.952865
10.310256867 77.6990572708 109519.741804
60.9552648952 51.1435746858 820724.270682
13.997471172 46.0317439606 520816.237982
46.17659301 62.5084197787 879985.499146
87.6438309067 61.3978364814 661557.541352
65.8384052402 31.0799145874 629366.637681
68.6279125363 97.5635976073 74716.3478729
70.9269338725 18.1040871271 73092.8883038
32.3577933271 79.7709091097 129122.680882
30.8347913317 8.33450956375 498416.193841
62.2550783092 22.0603853124 333421.736209
77.9781024603 10.3601105171 755914.74875
86.0150043348 78.7094040795 314588.608181
15.672682219 11.7550120939 840626.362086
84.3837273817 27.7607280242 292783.749939
61.582945759 21.1075119679 821057.950766
96.601690193 59.4794101888 415967.247237
43.0866766056 41.1917815925 352422.554493
11.9717497679 19.310304093 692442.917174
98.9095716956 36.5880500402 344824.236017
19.0241824788 72.3726872189 205142.68051
91.6670274961 10.0997509387 338188.34268
43.4555244297 71.0258445805 611800.652476
59.9932877099 69.2393550494 166348.470198
54.7548572906 30.727866745 611687.281795
55.1974497218 55.0946721077 307321.826713
12.7001599058 46.3627923732 390263.548221
27.1334380851 34.7669353126 642232.751839
87.8056370653 47.3201466154 261204.891929
66.1594675237 77.4877007403 445770.576617
91.5115082308 20.1897849045 473133.423763
41.3053169565 83.9057395465 593120.201778
51.7883697365 56.3453085847 63459.4240166
1.66957282421 83.7141819854 877823.261227
89.6973983179 14.6636863097 558139.96811
17.0350568426 40.0156072419 977797.602905
29.0327090955 57.9374502207 271756.098322
52.7126537197 8.1017790195 810126.346888
78.1969853215 32.4241342317 244303.009268
88.1113820702 61.9686597992 940125.587247
45.2564782138 83.5333747575 282086.815655
38.0394515002 7.0888595702 300694.544175
37.231378182 98.8641210108 730548.524564
43.4355755615 86.214081965 811237.657216
20.5222987394 85.335887285 131966.798144
4.35341790985 79.5277485229 926171.640831
53.6042295659 8.24337929574 141097.038171
84.6828707035 59.484093445 307659.329245
6.79810758082 97.2214162267 135586.971515
42.3850889505 93.4873863717 684055.126851
34.222140687 26.3636739998 709270.486948
18.6096043059 70.391495935 382062.133609
74.1102321092 42.950649964 380368.759636
86.4116589706 14.4023787774 860351.681711
88.6909093429 83.0333402931 529530.658383
8.02027745076 14.1862710543 245663.43579
83.0451419934 33.8224797695 918828.716514
27.9798895929 29.6449332781 343951.699291
93.4717892891 78.6395039429 555298.790755
37.6478572046 58.769645376 471574.054714
54.449794444 50.6423822364 69537.6225127
63.9392842661 66.8368797452 738299.327334
33.6142378159 34.9461214539 819911.139875
70.5606866905 63.4468945288 287632.952648
74.3249975014 20.9712626933 136143.112995
13.1025191495 43.5113361095 857943.991574
94.7944244093 56.6701455624 467143.285548
62.0295473585 80.7165474654 349379.734252
98.1282097424 68.1208410154 534168.022713
61.8473992858 50.1384920021 524314.516418
83.8626481387 26.2087117554 655981.553949
2.4170741617 10.9136241915 448648.720079
76.369949799 10.8977263402 374830.077334
64.3529297839 30.0739855954 613761.952744
31.9683555314 54.8710727991 559678.613961
80.9539078851 66.9414973818 868306.883667
73.7337593664 36.8287330788 518637.859326
68.0893761267 43.6701619726 313793.480843
74.6900712367 14.7859301028 338128.611963
48.5788014871 73.8879205258 270357.138516
41.8992428731 65.8518089556 679935.194943
0.0452640166443 71.4976113422 673503.551216
45.5899513245 80.1110595963 264800.260013
53.9361042417 41.4431366686 966977.640817
98.7633473088 71.6926497836 559312.493047
34.7214004883 62.4579826255 821210.203131
64.1912737711 31.2492839725 119851.89543
82.53257451 19.3423915703 977491.766553
62.2427004718 43.9756201434 371063.724201
15.2703167605 52.7376436091 27037.4325169
86.1120094047 43.2447320698 932794.287572
84.4308104197 57.2289998241 390737.082766
97.2424332477 81.5310985793 818555.059987
80.8206542784 77.0320597867 873539.162663
3.46762059183 37.5181160113 186042.601982
69.9204080917 36.029107172 243636.871139
94.7524693806 49.280543632 878403.86336
54.9894804132 71.5296646612 774944.44723
43.5800149633 21.9451808476 650091.44123
